,imsi,Outlet_Type,Outlet_Location_Type
5681,OUT01,Supermarket Type1,Tier 3
5685,OUT01,Supermarket Type1,Tier 3
5712,OUT01,Supermarket Type1,Tier 3
5715,OUT01,Supermarket Type1,Tier 3
5751,OUT01,Supermarket Type1,Tier 3
5755,OUT01,Supermarket Type1,Tier 3
5765,OUT01,Supermarket Type1,Tier 3
5772,OUT01,Supermarket Type1,Tier 3
5775,OUT01,Supermarket Type1,Tier 3
5782,OUT01,Supermarket Type1,Tier 3
5785,OUT01,Supermarket Type1,Tier 3
5786,OUT01,Supermarket Type1,Tier 3
5797,OUT01,Supermarket Type1,Tier 3
5805,OUT01,Supermarket Type1,Tier 3
5809,OUT01,Supermarket Type1,Tier 3
5819,OUT01,Supermarket Type1,Tier 3
5856,OUT01,Supermarket Type1,Tier 3
5866,OUT01,Supermarket Type1,Tier 3
5870,OUT01,Supermarket Type1,Tier 3
5885,OUT01,Supermarket Type1,Tier 3
5890,OUT01,Supermarket Type1,Tier 3
5896,OUT01,Supermarket Type1,Tier 3
5899,OUT01,Supermarket Type1,Tier 3
5901,OUT01,Supermarket Type1,Tier 3
5910,OUT01,Supermarket Type1,Tier 3
5913,OUT01,Supermarket Type1,Tier 3
5914,OUT01,Supermarket Type1,Tier 3
5917,OUT01,Supermarket Type1,Tier 3
5918,OUT01,Supermarket Type1,Tier 3
5921,OUT01,Supermarket Type1,Tier 3
5928,OUT01,Supermarket Type1,Tier 3
5930,OUT01,Supermarket Type1,Tier 3
5938,OUT01,Supermarket Type1,Tier 3
5941,OUT01,Supermarket Type1,Tier 3
5942,OUT01,Supermarket Type1,Tier 3
5943,OUT01,Supermarket Type1,Tier 3
5955,OUT01,Supermarket Type1,Tier 3
5959,OUT01,Supermarket Type1,Tier 3
5968,OUT01,Supermarket Type1,Tier 3
5969,OUT01,Supermarket Type1,Tier 3
5975,OUT01,Supermarket Type1,Tier 3
5986,OUT01,Supermarket Type1,Tier 3
6001,OUT01,Supermarket Type1,Tier 3
6016,OUT01,Supermarket Type1,Tier 3
6042,OUT01,Supermarket Type1,Tier 3
6047,OUT01,Supermarket Type1,Tier 3
6048,OUT01,Supermarket Type1,Tier 3
6053,OUT01,Supermarket Type1,Tier 3
6060,OUT01,Supermarket Type1,Tier 3
6065,OUT01,Supermarket Type1,Tier 3
6068,OUT01,Supermarket Type1,Tier 3
6092,OUT01,Supermarket Type1,Tier 3
6103,OUT01,Supermarket Type1,Tier 3
6106,OUT01,Supermarket Type1,Tier 3
6115,OUT01,Supermarket Type1,Tier 3
6117,OUT01,Supermarket Type1,Tier 3
6118,OUT01,Supermarket Type1,Tier 3
6122,OUT01,Supermarket Type1,Tier 3
6156,OUT01,Supermarket Type1,Tier 3
6157,OUT01,Supermarket Type1,Tier 3
6166,OUT01,Supermarket Type1,Tier 3
6180,OUT01,Supermarket Type1,Tier 3
6185,OUT01,Supermarket Type1,Tier 3
6198,OUT01,Supermarket Type1,Tier 3
6200,OUT01,Supermarket Type1,Tier 3
6205,OUT01,Supermarket Type1,Tier 3
6209,OUT01,Supermarket Type1,Tier 3
6236,OUT01,Supermarket Type1,Tier 3
6237,OUT01,Supermarket Type1,Tier 3
6242,OUT01,Supermarket Type1,Tier 3
6250,OUT01,Supermarket Type1,Tier 3
6252,OUT01,Supermarket Type1,Tier 3
6271,OUT01,Supermarket Type1,Tier 3
6297,OUT01,Supermarket Type1,Tier 3
6306,OUT01,Supermarket Type1,Tier 3
6310,OUT01,Supermarket Type1,Tier 3
6315,OUT01,Supermarket Type1,Tier 3
6317,OUT01,Supermarket Type1,Tier 3
6321,OUT01,Supermarket Type1,Tier 3
6331,OUT01,Supermarket Type1,Tier 3
6332,OUT01,Supermarket Type1,Tier 3
6345,OUT01,Supermarket Type1,Tier 3
6346,OUT01,Supermarket Type1,Tier 3
6348,OUT01,Supermarket Type1,Tier 3
6352,OUT01,Supermarket Type1,Tier 3
6358,OUT01,Supermarket Type1,Tier 3
6365,OUT01,Supermarket Type1,Tier 3
6403,OUT01,Supermarket Type1,Tier 3
6409,OUT01,Supermarket Type1,Tier 3
6414,OUT01,Supermarket Type1,Tier 3
6420,OUT01,Supermarket Type1,Tier 3
6421,OUT01,Supermarket Type1,Tier 3
6432,OUT01,Supermarket Type1,Tier 3
6453,OUT01,Supermarket Type1,Tier 3
6466,OUT01,Supermarket Type1,Tier 3
6470,OUT01,Supermarket Type1,Tier 3
6490,OUT01,Supermarket Type1,Tier 3
6491,OUT01,Supermarket Type1,Tier 3
6498,OUT01,Supermarket Type1,Tier 3
6503,OUT01,Supermarket Type1,Tier 3
6531,OUT01,Supermarket Type1,Tier 3
6532,OUT01,Supermarket Type1,Tier 3
6544,OUT01,Supermarket Type1,Tier 3
6557,OUT01,Supermarket Type1,Tier 3
6566,OUT01,Supermarket Type1,Tier 3
6568,OUT01,Supermarket Type1,Tier 3
6569,OUT01,Supermarket Type1,Tier 3
6583,OUT01,Supermarket Type1,Tier 3
6590,OUT01,Supermarket Type1,Tier 3
6603,OUT01,Supermarket Type1,Tier 3
6608,OUT01,Supermarket Type1,Tier 3
6616,OUT01,Supermarket Type1,Tier 3
6618,OUT01,Supermarket Type1,Tier 3
6623,OUT01,Supermarket Type1,Tier 3
6639,OUT01,Supermarket Type1,Tier 3
6654,OUT01,Supermarket Type1,Tier 3
6675,OUT01,Supermarket Type1,Tier 3
6691,OUT01,Supermarket Type1,Tier 3
6700,OUT01,Supermarket Type1,Tier 3
6702,OUT01,Supermarket Type1,Tier 3
6711,OUT01,Supermarket Type1,Tier 3
6718,OUT01,Supermarket Type1,Tier 3
6732,OUT01,Supermarket Type1,Tier 3
6735,OUT01,Supermarket Type1,Tier 3
6750,OUT01,Supermarket Type1,Tier 3
6756,OUT01,Supermarket Type1,Tier 3
6771,OUT01,Supermarket Type1,Tier 3
6780,OUT01,Supermarket Type1,Tier 3
6788,OUT01,Supermarket Type1,Tier 3
6795,OUT01,Supermarket Type1,Tier 3
6809,OUT01,Supermarket Type1,Tier 3
6817,OUT01,Supermarket Type1,Tier 3
6826,OUT01,Supermarket Type1,Tier 3
6835,OUT01,Supermarket Type1,Tier 3
6844,OUT01,Supermarket Type1,Tier 3
6851,OUT01,Supermarket Type1,Tier 3
6857,OUT01,Supermarket Type1,Tier 3
6870,OUT01,Supermarket Type1,Tier 3
6872,OUT01,Supermarket Type1,Tier 3
6877,OUT01,Supermarket Type1,Tier 3
6887,OUT01,Supermarket Type1,Tier 3
6893,OUT01,Supermarket Type1,Tier 3
6895,OUT01,Supermarket Type1,Tier 3
6898,OUT01,Supermarket Type1,Tier 3
6908,OUT01,Supermarket Type1,Tier 3
6911,OUT01,Supermarket Type1,Tier 3
6919,OUT01,Supermarket Type1,Tier 3
6922,OUT01,Supermarket Type1,Tier 3
6930,OUT01,Supermarket Type1,Tier 3
6941,OUT01,Supermarket Type1,Tier 3
6956,OUT01,Supermarket Type1,Tier 3
6958,OUT01,Supermarket Type1,Tier 3
6964,OUT01,Supermarket Type1,Tier 3
6968,OUT01,Supermarket Type1,Tier 3
6969,OUT01,Supermarket Type1,Tier 3
6995,OUT01,Supermarket Type1,Tier 3
7027,OUT01,Supermarket Type1,Tier 3
7029,OUT01,Supermarket Type1,Tier 3
7055,OUT01,Supermarket Type1,Tier 3
7060,OUT01,Supermarket Type1,Tier 3
7067,OUT01,Supermarket Type1,Tier 3
7098,OUT01,Supermarket Type1,Tier 3
7102,OUT01,Supermarket Type1,Tier 3
7108,OUT01,Supermarket Type1,Tier 3
7146,OUT01,Supermarket Type1,Tier 3
7155,OUT01,Supermarket Type1,Tier 3
7160,OUT01,Supermarket Type1,Tier 3
7174,OUT01,Supermarket Type1,Tier 3
7177,OUT01,Supermarket Type1,Tier 3
7180,OUT01,Supermarket Type1,Tier 3
7196,OUT01,Supermarket Type1,Tier 3
7223,OUT01,Supermarket Type1,Tier 3
7241,OUT01,Supermarket Type1,Tier 3
7244,OUT01,Supermarket Type1,Tier 3
7247,OUT01,Supermarket Type1,Tier 3
7255,OUT01,Supermarket Type1,Tier 3
7280,OUT01,Supermarket Type1,Tier 3
7281,OUT01,Supermarket Type1,Tier 3
7286,OUT01,Supermarket Type1,Tier 3
7296,OUT01,Supermarket Type1,Tier 3
7300,OUT01,Supermarket Type1,Tier 3
7316,OUT01,Supermarket Type1,Tier 3
7320,OUT01,Supermarket Type1,Tier 3
7329,OUT01,Supermarket Type1,Tier 3
7335,OUT01,Supermarket Type1,Tier 3
7346,OUT01,Supermarket Type1,Tier 3
7347,OUT01,Supermarket Type1,Tier 3
7350,OUT01,Supermarket Type1,Tier 3
7356,OUT01,Supermarket Type1,Tier 3
7376,OUT01,Supermarket Type1,Tier 3
7398,OUT01,Supermarket Type1,Tier 3
7410,OUT01,Supermarket Type1,Tier 3
7411,OUT01,Supermarket Type1,Tier 3
7421,OUT01,Supermarket Type1,Tier 3
7422,OUT01,Supermarket Type1,Tier 3
7424,OUT01,Supermarket Type1,Tier 3
7428,OUT01,Supermarket Type1,Tier 3
7436,OUT01,Supermarket Type1,Tier 3
7460,OUT01,Supermarket Type1,Tier 3
7496,OUT01,Supermarket Type1,Tier 3
7503,OUT01,Supermarket Type1,Tier 3
7506,OUT01,Supermarket Type1,Tier 3
7515,OUT01,Supermarket Type1,Tier 3
7521,OUT01,Supermarket Type1,Tier 3
7526,OUT01,Supermarket Type1,Tier 3
7529,OUT01,Supermarket Type1,Tier 3
7537,OUT01,Supermarket Type1,Tier 3
7542,OUT01,Supermarket Type1,Tier 3
7544,OUT01,Supermarket Type1,Tier 3
7553,OUT01,Supermarket Type1,Tier 3
7555,OUT01,Supermarket Type1,Tier 3
7560,OUT01,Supermarket Type1,Tier 3
7564,OUT01,Supermarket Type1,Tier 3
7591,OUT01,Supermarket Type1,Tier 3
7645,OUT01,Supermarket Type1,Tier 3
7668,OUT01,Supermarket Type1,Tier 3
7669,OUT01,Supermarket Type1,Tier 3
7677,OUT01,Supermarket Type1,Tier 3
7678,OUT01,Supermarket Type1,Tier 3
7691,OUT01,Supermarket Type1,Tier 3
7693,OUT01,Supermarket Type1,Tier 3
7694,OUT01,Supermarket Type1,Tier 3
7698,OUT01,Supermarket Type1,Tier 3
7700,OUT01,Supermarket Type1,Tier 3
7702,OUT01,Supermarket Type1,Tier 3
7720,OUT01,Supermarket Type1,Tier 3
7731,OUT01,Supermarket Type1,Tier 3
7742,OUT01,Supermarket Type1,Tier 3
7746,OUT01,Supermarket Type1,Tier 3
7754,OUT01,Supermarket Type1,Tier 3
7755,OUT01,Supermarket Type1,Tier 3
7761,OUT01,Supermarket Type1,Tier 3
7768,OUT01,Supermarket Type1,Tier 3
7779,OUT01,Supermarket Type1,Tier 3
7785,OUT01,Supermarket Type1,Tier 3
7792,OUT01,Supermarket Type1,Tier 3
7795,OUT01,Supermarket Type1,Tier 3
7808,OUT01,Supermarket Type1,Tier 3
7836,OUT01,Supermarket Type1,Tier 3
7850,OUT01,Supermarket Type1,Tier 3
7862,OUT01,Supermarket Type1,Tier 3
7870,OUT01,Supermarket Type1,Tier 3
7876,OUT01,Supermarket Type1,Tier 3
7878,OUT01,Supermarket Type1,Tier 3
7880,OUT01,Supermarket Type1,Tier 3
7882,OUT01,Supermarket Type1,Tier 3
7883,OUT01,Supermarket Type1,Tier 3
7900,OUT01,Supermarket Type1,Tier 3
7917,OUT01,Supermarket Type1,Tier 3
7920,OUT01,Supermarket Type1,Tier 3
7925,OUT01,Supermarket Type1,Tier 3
7946,OUT01,Supermarket Type1,Tier 3
7958,OUT01,Supermarket Type1,Tier 3
7959,OUT01,Supermarket Type1,Tier 3
7978,OUT01,Supermarket Type1,Tier 3
7982,OUT01,Supermarket Type1,Tier 3
7985,OUT01,Supermarket Type1,Tier 3
7988,OUT01,Supermarket Type1,Tier 3
7999,OUT01,Supermarket Type1,Tier 3
8005,OUT01,Supermarket Type1,Tier 3
8014,OUT01,Supermarket Type1,Tier 3
8022,OUT01,Supermarket Type1,Tier 3
8048,OUT01,Supermarket Type1,Tier 3
8049,OUT01,Supermarket Type1,Tier 3
8075,OUT01,Supermarket Type1,Tier 3
8092,OUT01,Supermarket Type1,Tier 3
8109,OUT01,Supermarket Type1,Tier 3
8112,OUT01,Supermarket Type1,Tier 3
8114,OUT01,Supermarket Type1,Tier 3
8126,OUT01,Supermarket Type1,Tier 3
8132,OUT01,Supermarket Type1,Tier 3
8140,OUT01,Supermarket Type1,Tier 3
8148,OUT01,Supermarket Type1,Tier 3
8169,OUT01,Supermarket Type1,Tier 3
8195,OUT01,Supermarket Type1,Tier 3
8238,OUT01,Supermarket Type1,Tier 3
8247,OUT01,Supermarket Type1,Tier 3
8254,OUT01,Supermarket Type1,Tier 3
8257,OUT01,Supermarket Type1,Tier 3
8266,OUT01,Supermarket Type1,Tier 3
8297,OUT01,Supermarket Type1,Tier 3
8310,OUT01,Supermarket Type1,Tier 3
8319,OUT01,Supermarket Type1,Tier 3
8330,OUT01,Supermarket Type1,Tier 3
8333,OUT01,Supermarket Type1,Tier 3
8334,OUT01,Supermarket Type1,Tier 3
8354,OUT01,Supermarket Type1,Tier 3
8355,OUT01,Supermarket Type1,Tier 3
8382,OUT01,Supermarket Type1,Tier 3
8384,OUT01,Supermarket Type1,Tier 3
8388,OUT01,Supermarket Type1,Tier 3
8389,OUT01,Supermarket Type1,Tier 3
8394,OUT01,Supermarket Type1,Tier 3
8409,OUT01,Supermarket Type1,Tier 3
8416,OUT01,Supermarket Type1,Tier 3
8430,OUT01,Supermarket Type1,Tier 3
8438,OUT01,Supermarket Type1,Tier 3
8462,OUT01,Supermarket Type1,Tier 3
8466,OUT01,Supermarket Type1,Tier 3
8484,OUT01,Supermarket Type1,Tier 3
8512,OUT01,Supermarket Type1,Tier 3
8518,OUT01,Supermarket Type1,Tier 3
14,OUT01,Supermarket Type1,Tier 3
20,OUT01,Supermarket Type1,Tier 3
45,OUT01,Supermarket Type1,Tier 3
51,OUT01,Supermarket Type1,Tier 3
56,OUT01,Supermarket Type1,Tier 3
57,OUT01,Supermarket Type1,Tier 3
68,OUT01,Supermarket Type1,Tier 3
79,OUT01,Supermarket Type1,Tier 3
83,OUT01,Supermarket Type1,Tier 3
94,OUT01,Supermarket Type1,Tier 3
99,OUT01,Supermarket Type1,Tier 3
117,OUT01,Supermarket Type1,Tier 3
129,OUT01,Supermarket Type1,Tier 3
131,OUT01,Supermarket Type1,Tier 3
139,OUT01,Supermarket Type1,Tier 3
155,OUT01,Supermarket Type1,Tier 3
162,OUT01,Supermarket Type1,Tier 3
187,OUT01,Supermarket Type1,Tier 3
214,OUT01,Supermarket Type1,Tier 3
221,OUT01,Supermarket Type1,Tier 3
230,OUT01,Supermarket Type1,Tier 3
246,OUT01,Supermarket Type1,Tier 3
259,OUT01,Supermarket Type1,Tier 3
273,OUT01,Supermarket Type1,Tier 3
288,OUT01,Supermarket Type1,Tier 3
290,OUT01,Supermarket Type1,Tier 3
291,OUT01,Supermarket Type1,Tier 3
295,OUT01,Supermarket Type1,Tier 3
308,OUT01,Supermarket Type1,Tier 3
310,OUT01,Supermarket Type1,Tier 3
311,OUT01,Supermarket Type1,Tier 3
322,OUT01,Supermarket Type1,Tier 3
351,OUT01,Supermarket Type1,Tier 3
354,OUT01,Supermarket Type1,Tier 3
359,OUT01,Supermarket Type1,Tier 3
368,OUT01,Supermarket Type1,Tier 3
391,OUT01,Supermarket Type1,Tier 3
424,OUT01,Supermarket Type1,Tier 3
429,OUT01,Supermarket Type1,Tier 3
433,OUT01,Supermarket Type1,Tier 3
437,OUT01,Supermarket Type1,Tier 3
445,OUT01,Supermarket Type1,Tier 3
460,OUT01,Supermarket Type1,Tier 3
468,OUT01,Supermarket Type1,Tier 3
472,OUT01,Supermarket Type1,Tier 3
493,OUT01,Supermarket Type1,Tier 3
499,OUT01,Supermarket Type1,Tier 3
502,OUT01,Supermarket Type1,Tier 3
551,OUT01,Supermarket Type1,Tier 3
563,OUT01,Supermarket Type1,Tier 3
565,OUT01,Supermarket Type1,Tier 3
569,OUT01,Supermarket Type1,Tier 3
571,OUT01,Supermarket Type1,Tier 3
590,OUT01,Supermarket Type1,Tier 3
595,OUT01,Supermarket Type1,Tier 3
597,OUT01,Supermarket Type1,Tier 3
606,OUT01,Supermarket Type1,Tier 3
614,OUT01,Supermarket Type1,Tier 3
623,OUT01,Supermarket Type1,Tier 3
625,OUT01,Supermarket Type1,Tier 3
636,OUT01,Supermarket Type1,Tier 3
641,OUT01,Supermarket Type1,Tier 3
656,OUT01,Supermarket Type1,Tier 3
662,OUT01,Supermarket Type1,Tier 3
664,OUT01,Supermarket Type1,Tier 3
672,OUT01,Supermarket Type1,Tier 3
676,OUT01,Supermarket Type1,Tier 3
679,OUT01,Supermarket Type1,Tier 3
687,OUT01,Supermarket Type1,Tier 3
716,OUT01,Supermarket Type1,Tier 3
725,OUT01,Supermarket Type1,Tier 3
727,OUT01,Supermarket Type1,Tier 3
729,OUT01,Supermarket Type1,Tier 3
756,OUT01,Supermarket Type1,Tier 3
758,OUT01,Supermarket Type1,Tier 3
761,OUT01,Supermarket Type1,Tier 3
781,OUT01,Supermarket Type1,Tier 3
797,OUT01,Supermarket Type1,Tier 3
819,OUT01,Supermarket Type1,Tier 3
830,OUT01,Supermarket Type1,Tier 3
834,OUT01,Supermarket Type1,Tier 3
844,OUT01,Supermarket Type1,Tier 3
864,OUT01,Supermarket Type1,Tier 3
869,OUT01,Supermarket Type1,Tier 3
892,OUT01,Supermarket Type1,Tier 3
893,OUT01,Supermarket Type1,Tier 3
906,OUT01,Supermarket Type1,Tier 3
907,OUT01,Supermarket Type1,Tier 3
921,OUT01,Supermarket Type1,Tier 3
922,OUT01,Supermarket Type1,Tier 3
927,OUT01,Supermarket Type1,Tier 3
937,OUT01,Supermarket Type1,Tier 3
946,OUT01,Supermarket Type1,Tier 3
955,OUT01,Supermarket Type1,Tier 3
968,OUT01,Supermarket Type1,Tier 3
971,OUT01,Supermarket Type1,Tier 3
975,OUT01,Supermarket Type1,Tier 3
979,OUT01,Supermarket Type1,Tier 3
991,OUT01,Supermarket Type1,Tier 3
1006,OUT01,Supermarket Type1,Tier 3
1012,OUT01,Supermarket Type1,Tier 3
1017,OUT01,Supermarket Type1,Tier 3
1024,OUT01,Supermarket Type1,Tier 3
1044,OUT01,Supermarket Type1,Tier 3
1049,OUT01,Supermarket Type1,Tier 3
1096,OUT01,Supermarket Type1,Tier 3
1100,OUT01,Supermarket Type1,Tier 3
1106,OUT01,Supermarket Type1,Tier 3
1118,OUT01,Supermarket Type1,Tier 3
1122,OUT01,Supermarket Type1,Tier 3
1123,OUT01,Supermarket Type1,Tier 3
1124,OUT01,Supermarket Type1,Tier 3
1128,OUT01,Supermarket Type1,Tier 3
1135,OUT01,Supermarket Type1,Tier 3
1140,OUT01,Supermarket Type1,Tier 3
1142,OUT01,Supermarket Type1,Tier 3
1144,OUT01,Supermarket Type1,Tier 3
1148,OUT01,Supermarket Type1,Tier 3
1162,OUT01,Supermarket Type1,Tier 3
1166,OUT01,Supermarket Type1,Tier 3
1185,OUT01,Supermarket Type1,Tier 3
1188,OUT01,Supermarket Type1,Tier 3
1201,OUT01,Supermarket Type1,Tier 3
1213,OUT01,Supermarket Type1,Tier 3
1219,OUT01,Supermarket Type1,Tier 3
1237,OUT01,Supermarket Type1,Tier 3
1242,OUT01,Supermarket Type1,Tier 3
1247,OUT01,Supermarket Type1,Tier 3
1248,OUT01,Supermarket Type1,Tier 3
1257,OUT01,Supermarket Type1,Tier 3
1272,OUT01,Supermarket Type1,Tier 3
1276,OUT01,Supermarket Type1,Tier 3
1277,OUT01,Supermarket Type1,Tier 3
1278,OUT01,Supermarket Type1,Tier 3
1280,OUT01,Supermarket Type1,Tier 3
1293,OUT01,Supermarket Type1,Tier 3
1296,OUT01,Supermarket Type1,Tier 3
1304,OUT01,Supermarket Type1,Tier 3
1307,OUT01,Supermarket Type1,Tier 3
1330,OUT01,Supermarket Type1,Tier 3
1371,OUT01,Supermarket Type1,Tier 3
1372,OUT01,Supermarket Type1,Tier 3
1376,OUT01,Supermarket Type1,Tier 3
1380,OUT01,Supermarket Type1,Tier 3
1382,OUT01,Supermarket Type1,Tier 3
1394,OUT01,Supermarket Type1,Tier 3
1413,OUT01,Supermarket Type1,Tier 3
1414,OUT01,Supermarket Type1,Tier 3
1415,OUT01,Supermarket Type1,Tier 3
1420,OUT01,Supermarket Type1,Tier 3
1424,OUT01,Supermarket Type1,Tier 3
1429,OUT01,Supermarket Type1,Tier 3
1442,OUT01,Supermarket Type1,Tier 3
1460,OUT01,Supermarket Type1,Tier 3
1476,OUT01,Supermarket Type1,Tier 3
1484,OUT01,Supermarket Type1,Tier 3
1522,OUT01,Supermarket Type1,Tier 3
1542,OUT01,Supermarket Type1,Tier 3
1550,OUT01,Supermarket Type1,Tier 3
1558,OUT01,Supermarket Type1,Tier 3
1559,OUT01,Supermarket Type1,Tier 3
1565,OUT01,Supermarket Type1,Tier 3
1566,OUT01,Supermarket Type1,Tier 3
1574,OUT01,Supermarket Type1,Tier 3
1586,OUT01,Supermarket Type1,Tier 3
1598,OUT01,Supermarket Type1,Tier 3
1604,OUT01,Supermarket Type1,Tier 3
1612,OUT01,Supermarket Type1,Tier 3
1615,OUT01,Supermarket Type1,Tier 3
1628,OUT01,Supermarket Type1,Tier 3
1662,OUT01,Supermarket Type1,Tier 3
1666,OUT01,Supermarket Type1,Tier 3
1668,OUT01,Supermarket Type1,Tier 3
1673,OUT01,Supermarket Type1,Tier 3
1683,OUT01,Supermarket Type1,Tier 3
1685,OUT01,Supermarket Type1,Tier 3
1690,OUT01,Supermarket Type1,Tier 3
1691,OUT01,Supermarket Type1,Tier 3
1705,OUT01,Supermarket Type1,Tier 3
1707,OUT01,Supermarket Type1,Tier 3
1711,OUT01,Supermarket Type1,Tier 3
1715,OUT01,Supermarket Type1,Tier 3
1721,OUT01,Supermarket Type1,Tier 3
1769,OUT01,Supermarket Type1,Tier 3
1787,OUT01,Supermarket Type1,Tier 3
1791,OUT01,Supermarket Type1,Tier 3
1804,OUT01,Supermarket Type1,Tier 3
1813,OUT01,Supermarket Type1,Tier 3
1825,OUT01,Supermarket Type1,Tier 3
1828,OUT01,Supermarket Type1,Tier 3
1833,OUT01,Supermarket Type1,Tier 3
1853,OUT01,Supermarket Type1,Tier 3
1856,OUT01,Supermarket Type1,Tier 3
1861,OUT01,Supermarket Type1,Tier 3
1864,OUT01,Supermarket Type1,Tier 3
1868,OUT01,Supermarket Type1,Tier 3
1907,OUT01,Supermarket Type1,Tier 3
1912,OUT01,Supermarket Type1,Tier 3
1929,OUT01,Supermarket Type1,Tier 3
1954,OUT01,Supermarket Type1,Tier 3
1968,OUT01,Supermarket Type1,Tier 3
1971,OUT01,Supermarket Type1,Tier 3
1977,OUT01,Supermarket Type1,Tier 3
1991,OUT01,Supermarket Type1,Tier 3
1995,OUT01,Supermarket Type1,Tier 3
2006,OUT01,Supermarket Type1,Tier 3
2009,OUT01,Supermarket Type1,Tier 3
2013,OUT01,Supermarket Type1,Tier 3
2029,OUT01,Supermarket Type1,Tier 3
2041,OUT01,Supermarket Type1,Tier 3
2092,OUT01,Supermarket Type1,Tier 3
2111,OUT01,Supermarket Type1,Tier 3
2114,OUT01,Supermarket Type1,Tier 3
2119,OUT01,Supermarket Type1,Tier 3
2126,OUT01,Supermarket Type1,Tier 3
2132,OUT01,Supermarket Type1,Tier 3
2141,OUT01,Supermarket Type1,Tier 3
2148,OUT01,Supermarket Type1,Tier 3
2151,OUT01,Supermarket Type1,Tier 3
2178,OUT01,Supermarket Type1,Tier 3
2193,OUT01,Supermarket Type1,Tier 3
2196,OUT01,Supermarket Type1,Tier 3
2207,OUT01,Supermarket Type1,Tier 3
2209,OUT01,Supermarket Type1,Tier 3
2223,OUT01,Supermarket Type1,Tier 3
2225,OUT01,Supermarket Type1,Tier 3
2241,OUT01,Supermarket Type1,Tier 3
2243,OUT01,Supermarket Type1,Tier 3
2245,OUT01,Supermarket Type1,Tier 3
2260,OUT01,Supermarket Type1,Tier 3
2263,OUT01,Supermarket Type1,Tier 3
2264,OUT01,Supermarket Type1,Tier 3
2272,OUT01,Supermarket Type1,Tier 3
2276,OUT01,Supermarket Type1,Tier 3
2287,OUT01,Supermarket Type1,Tier 3
2293,OUT01,Supermarket Type1,Tier 3
2303,OUT01,Supermarket Type1,Tier 3
2306,OUT01,Supermarket Type1,Tier 3
2307,OUT01,Supermarket Type1,Tier 3
2312,OUT01,Supermarket Type1,Tier 3
2319,OUT01,Supermarket Type1,Tier 3
2325,OUT01,Supermarket Type1,Tier 3
2331,OUT01,Supermarket Type1,Tier 3
2334,OUT01,Supermarket Type1,Tier 3
2372,OUT01,Supermarket Type1,Tier 3
2381,OUT01,Supermarket Type1,Tier 3
2388,OUT01,Supermarket Type1,Tier 3
2403,OUT01,Supermarket Type1,Tier 3
2409,OUT01,Supermarket Type1,Tier 3
2417,OUT01,Supermarket Type1,Tier 3
2445,OUT01,Supermarket Type1,Tier 3
2449,OUT01,Supermarket Type1,Tier 3
2454,OUT01,Supermarket Type1,Tier 3
2460,OUT01,Supermarket Type1,Tier 3
2478,OUT01,Supermarket Type1,Tier 3
2489,OUT01,Supermarket Type1,Tier 3
2496,OUT01,Supermarket Type1,Tier 3
2497,OUT01,Supermarket Type1,Tier 3
2501,OUT01,Supermarket Type1,Tier 3
2509,OUT01,Supermarket Type1,Tier 3
2513,OUT01,Supermarket Type1,Tier 3
2518,OUT01,Supermarket Type1,Tier 3
2524,OUT01,Supermarket Type1,Tier 3
2537,OUT01,Supermarket Type1,Tier 3
2557,OUT01,Supermarket Type1,Tier 3
2569,OUT01,Supermarket Type1,Tier 3
2573,OUT01,Supermarket Type1,Tier 3
2575,OUT01,Supermarket Type1,Tier 3
2590,OUT01,Supermarket Type1,Tier 3
2593,OUT01,Supermarket Type1,Tier 3
2606,OUT01,Supermarket Type1,Tier 3
2607,OUT01,Supermarket Type1,Tier 3
2614,OUT01,Supermarket Type1,Tier 3
2638,OUT01,Supermarket Type1,Tier 3
2658,OUT01,Supermarket Type1,Tier 3
2664,OUT01,Supermarket Type1,Tier 3
2699,OUT01,Supermarket Type1,Tier 3
2701,OUT01,Supermarket Type1,Tier 3
2720,OUT01,Supermarket Type1,Tier 3
2723,OUT01,Supermarket Type1,Tier 3
2744,OUT01,Supermarket Type1,Tier 3
2753,OUT01,Supermarket Type1,Tier 3
2754,OUT01,Supermarket Type1,Tier 3
2773,OUT01,Supermarket Type1,Tier 3
2775,OUT01,Supermarket Type1,Tier 3
2777,OUT01,Supermarket Type1,Tier 3
2797,OUT01,Supermarket Type1,Tier 3
2800,OUT01,Supermarket Type1,Tier 3
2803,OUT01,Supermarket Type1,Tier 3
2804,OUT01,Supermarket Type1,Tier 3
2811,OUT01,Supermarket Type1,Tier 3
2814,OUT01,Supermarket Type1,Tier 3
2818,OUT01,Supermarket Type1,Tier 3
2822,OUT01,Supermarket Type1,Tier 3
2824,OUT01,Supermarket Type1,Tier 3
2834,OUT01,Supermarket Type1,Tier 3
2838,OUT01,Supermarket Type1,Tier 3
2841,OUT01,Supermarket Type1,Tier 3
2852,OUT01,Supermarket Type1,Tier 3
2859,OUT01,Supermarket Type1,Tier 3
2867,OUT01,Supermarket Type1,Tier 3
2868,OUT01,Supermarket Type1,Tier 3
2870,OUT01,Supermarket Type1,Tier 3
2873,OUT01,Supermarket Type1,Tier 3
2885,OUT01,Supermarket Type1,Tier 3
2888,OUT01,Supermarket Type1,Tier 3
2901,OUT01,Supermarket Type1,Tier 3
2919,OUT01,Supermarket Type1,Tier 3
2931,OUT01,Supermarket Type1,Tier 3
