,Outlet_Identifier,Outlet_Size,Outlet_Type
2680,OUT013,High,Supermarket Type1
2681,OUT046,Small,Supermarket Type1
2682,OUT046,Small,Supermarket Type1
2683,OUT049,Medium,Supermarket Type1
2684,OUT013,High,Supermarket Type1
2685,OUT049,Medium,Supermarket Type1
2686,OUT018,Medium,Supermarket Type2
2687,OUT027,Medium,Supermarket Type3
2688,OUT049,Medium,Supermarket Type1
2689,OUT046,Small,Supermarket Type1
2690,OUT013,High,Supermarket Type1
2691,OUT046,Small,Supermarket Type1
2692,OUT010,,Grocery Store
2693,OUT027,Medium,Supermarket Type3
2694,OUT049,Medium,Supermarket Type1
2695,OUT035,Small,Supermarket Type1
2696,OUT049,Medium,Supermarket Type1
2697,OUT010,,Grocery Store
2698,OUT049,Medium,Supermarket Type1
2699,OUT013,High,Supermarket Type1
2700,OUT017,,Supermarket Type1
2701,OUT013,High,Supermarket Type1
2702,OUT019,Small,Grocery Store
2703,OUT045,,Supermarket Type1
2704,OUT013,High,Supermarket Type1
2705,OUT049,Medium,Supermarket Type1
2706,OUT045,,Supermarket Type1
2707,OUT017,,Supermarket Type1
2708,OUT035,Small,Supermarket Type1
2709,OUT018,Medium,Supermarket Type2
2710,OUT035,Small,Supermarket Type1
2711,OUT046,Small,Supermarket Type1
2712,OUT046,Small,Supermarket Type1
2713,OUT045,,Supermarket Type1
2714,OUT046,Small,Supermarket Type1
2715,OUT019,Small,Grocery Store
2716,OUT046,Small,Supermarket Type1
2717,OUT017,,Supermarket Type1
2718,OUT019,Small,Grocery Store
2719,OUT017,,Supermarket Type1
2720,OUT049,Medium,Supermarket Type1
2721,OUT018,Medium,Supermarket Type2
2722,OUT045,,Supermarket Type1
2723,OUT027,Medium,Supermarket Type3
2724,OUT046,Small,Supermarket Type1
2725,OUT035,Small,Supermarket Type1
2726,OUT018,Medium,Supermarket Type2
2727,OUT046,Small,Supermarket Type1
2728,OUT010,,Grocery Store
2729,OUT018,Medium,Supermarket Type2
2730,OUT017,,Supermarket Type1
2731,OUT045,,Supermarket Type1
2732,OUT049,Medium,Supermarket Type1
2733,OUT046,Small,Supermarket Type1
2734,OUT046,Small,Supermarket Type1
2735,OUT045,,Supermarket Type1
2736,OUT046,Small,Supermarket Type1
2737,OUT046,Small,Supermarket Type1
2738,OUT013,High,Supermarket Type1
2739,OUT045,,Supermarket Type1
2740,OUT049,Medium,Supermarket Type1
2741,OUT049,Medium,Supermarket Type1
2742,OUT027,Medium,Supermarket Type3
2743,OUT035,Small,Supermarket Type1
2744,OUT049,Medium,Supermarket Type1
2745,OUT018,Medium,Supermarket Type2
2746,OUT013,High,Supermarket Type1
2747,OUT013,High,Supermarket Type1
2748,OUT035,Small,Supermarket Type1
2749,OUT046,Small,Supermarket Type1
2750,OUT027,Medium,Supermarket Type3
2751,OUT013,High,Supermarket Type1
2752,OUT035,Small,Supermarket Type1
2753,OUT019,Small,Grocery Store
2754,OUT035,Small,Supermarket Type1
2755,OUT049,Medium,Supermarket Type1
2756,OUT013,High,Supermarket Type1
2757,OUT018,Medium,Supermarket Type2
2758,OUT027,Medium,Supermarket Type3
2759,OUT035,Small,Supermarket Type1
2760,OUT017,,Supermarket Type1
2761,OUT035,Small,Supermarket Type1
2762,OUT035,Small,Supermarket Type1
2763,OUT018,Medium,Supermarket Type2
2764,OUT027,Medium,Supermarket Type3
2765,OUT010,,Grocery Store
2766,OUT019,Small,Grocery Store
2767,OUT010,,Grocery Store
2768,OUT049,Medium,Supermarket Type1
2769,OUT049,Medium,Supermarket Type1
2770,OUT019,Small,Grocery Store
2771,OUT018,Medium,Supermarket Type2
2772,OUT049,Medium,Supermarket Type1
2773,OUT046,Small,Supermarket Type1
2774,OUT045,,Supermarket Type1
2775,OUT045,,Supermarket Type1
2776,OUT035,Small,Supermarket Type1
2777,OUT013,High,Supermarket Type1
2778,OUT045,,Supermarket Type1
2779,OUT046,Small,Supermarket Type1
2780,OUT046,Small,Supermarket Type1
2781,OUT018,Medium,Supermarket Type2
2782,OUT019,Small,Grocery Store
2783,OUT045,,Supermarket Type1
2784,OUT035,Small,Supermarket Type1
2785,OUT045,,Supermarket Type1
2786,OUT018,Medium,Supermarket Type2
2787,OUT035,Small,Supermarket Type1
2788,OUT035,Small,Supermarket Type1
2789,OUT035,Small,Supermarket Type1
2790,OUT013,High,Supermarket Type1
2791,OUT045,,Supermarket Type1
2792,OUT017,,Supermarket Type1
2793,OUT046,Small,Supermarket Type1
2794,OUT019,Small,Grocery Store
2795,OUT010,,Grocery Store
2796,OUT010,,Grocery Store
2797,OUT045,,Supermarket Type1
2798,OUT018,Medium,Supermarket Type2
2799,OUT035,Small,Supermarket Type1
2800,OUT019,Small,Grocery Store
2801,OUT035,Small,Supermarket Type1
2802,OUT013,High,Supermarket Type1
2803,OUT018,Medium,Supermarket Type2
2804,OUT035,Small,Supermarket Type1
2805,OUT046,Small,Supermarket Type1
2806,OUT046,Small,Supermarket Type1
2807,OUT013,High,Supermarket Type1
2808,OUT027,Medium,Supermarket Type3
2809,OUT010,,Grocery Store
2810,OUT035,Small,Supermarket Type1
2811,OUT045,,Supermarket Type1
2812,OUT013,High,Supermarket Type1
2813,OUT010,,Grocery Store
2814,OUT035,Small,Supermarket Type1
2815,OUT046,Small,Supermarket Type1
2816,OUT035,Small,Supermarket Type1
2817,OUT049,Medium,Supermarket Type1
2818,OUT010,,Grocery Store
2819,OUT035,Small,Supermarket Type1
2820,OUT017,,Supermarket Type1
2821,OUT027,Medium,Supermarket Type3
2822,OUT017,,Supermarket Type1
2823,OUT045,,Supermarket Type1
2824,OUT046,Small,Supermarket Type1
2825,OUT018,Medium,Supermarket Type2
2826,OUT013,High,Supermarket Type1
2827,OUT027,Medium,Supermarket Type3
2828,OUT049,Medium,Supermarket Type1
2829,OUT035,Small,Supermarket Type1
2830,OUT017,,Supermarket Type1
2831,OUT017,,Supermarket Type1
2832,OUT019,Small,Grocery Store
2833,OUT049,Medium,Supermarket Type1
2834,OUT018,Medium,Supermarket Type2
2835,OUT045,,Supermarket Type1
2836,OUT046,Small,Supermarket Type1
2837,OUT017,,Supermarket Type1
2838,OUT027,Medium,Supermarket Type3
2839,OUT046,Small,Supermarket Type1
2840,OUT019,Small,Grocery Store
2841,OUT018,Medium,Supermarket Type2
2842,OUT027,Medium,Supermarket Type3
2843,OUT017,,Supermarket Type1
2844,OUT049,Medium,Supermarket Type1
2845,OUT045,,Supermarket Type1
2846,OUT018,Medium,Supermarket Type2
2847,OUT013,High,Supermarket Type1
2848,OUT049,Medium,Supermarket Type1
2849,OUT027,Medium,Supermarket Type3
2850,OUT017,,Supermarket Type1
2851,OUT013,High,Supermarket Type1
2852,OUT013,High,Supermarket Type1
2853,OUT049,Medium,Supermarket Type1
2854,OUT046,Small,Supermarket Type1
2855,OUT010,,Grocery Store
2856,OUT046,Small,Supermarket Type1
2857,OUT046,Small,Supermarket Type1
2858,OUT049,Medium,Supermarket Type1
2859,OUT045,,Supermarket Type1
2860,OUT046,Small,Supermarket Type1
2861,OUT013,High,Supermarket Type1
2862,OUT049,Medium,Supermarket Type1
2863,OUT027,Medium,Supermarket Type3
2864,OUT027,Medium,Supermarket Type3
2865,OUT045,,Supermarket Type1
2866,OUT019,Small,Grocery Store
2867,OUT019,Small,Grocery Store
2868,OUT018,Medium,Supermarket Type2
2869,OUT013,High,Supermarket Type1
2870,OUT046,Small,Supermarket Type1
2871,OUT013,High,Supermarket Type1
2872,OUT046,Small,Supermarket Type1
2873,OUT017,,Supermarket Type1
2874,OUT049,Medium,Supermarket Type1
2875,OUT010,,Grocery Store
2876,OUT049,Medium,Supermarket Type1
2877,OUT046,Small,Supermarket Type1
2878,OUT017,,Supermarket Type1
2879,OUT019,Small,Grocery Store
2880,OUT013,High,Supermarket Type1
2881,OUT018,Medium,Supermarket Type2
2882,OUT045,,Supermarket Type1
2883,OUT045,,Supermarket Type1
2884,OUT027,Medium,Supermarket Type3
2885,OUT017,,Supermarket Type1
2886,OUT045,,Supermarket Type1
2887,OUT018,Medium,Supermarket Type2
2888,OUT017,,Supermarket Type1
2889,OUT027,Medium,Supermarket Type3
2890,OUT018,Medium,Supermarket Type2
2891,OUT035,Small,Supermarket Type1
2892,OUT049,Medium,Supermarket Type1
2893,OUT049,Medium,Supermarket Type1
2894,OUT046,Small,Supermarket Type1
2895,OUT019,Small,Grocery Store
2896,OUT027,Medium,Supermarket Type3
2897,OUT046,Small,Supermarket Type1
2898,OUT013,High,Supermarket Type1
2899,OUT013,High,Supermarket Type1
2900,OUT035,Small,Supermarket Type1
2901,OUT027,Medium,Supermarket Type3
2902,OUT035,Small,Supermarket Type1
2903,OUT035,Small,Supermarket Type1
2904,OUT017,,Supermarket Type1
2905,OUT018,Medium,Supermarket Type2
2906,OUT017,,Supermarket Type1
2907,OUT017,,Supermarket Type1
2908,OUT035,Small,Supermarket Type1
2909,OUT013,High,Supermarket Type1
2910,OUT035,Small,Supermarket Type1
2911,OUT017,,Supermarket Type1
2912,OUT019,Small,Grocery Store
2913,OUT018,Medium,Supermarket Type2
2914,OUT035,Small,Supermarket Type1
2915,OUT017,,Supermarket Type1
2916,OUT017,,Supermarket Type1
2917,OUT018,Medium,Supermarket Type2
2918,OUT018,Medium,Supermarket Type2
2919,OUT018,Medium,Supermarket Type2
2920,OUT027,Medium,Supermarket Type3
2921,OUT017,,Supermarket Type1
2922,OUT027,Medium,Supermarket Type3
2923,OUT013,High,Supermarket Type1
2924,OUT049,Medium,Supermarket Type1
2925,OUT018,Medium,Supermarket Type2
2926,OUT049,Medium,Supermarket Type1
2927,OUT027,Medium,Supermarket Type3
2928,OUT027,Medium,Supermarket Type3
2929,OUT035,Small,Supermarket Type1
2930,OUT035,Small,Supermarket Type1
2931,OUT019,Small,Grocery Store
2932,OUT049,Medium,Supermarket Type1
2933,OUT027,Medium,Supermarket Type3
2934,OUT035,Small,Supermarket Type1
2935,OUT018,Medium,Supermarket Type2
2936,OUT049,Medium,Supermarket Type1
2937,OUT013,High,Supermarket Type1
2938,OUT045,,Supermarket Type1
2939,OUT035,Small,Supermarket Type1
2940,OUT010,,Grocery Store
2941,OUT046,Small,Supermarket Type1
2942,OUT035,Small,Supermarket Type1
2943,OUT010,,Grocery Store
2944,OUT010,,Grocery Store
2945,OUT019,Small,Grocery Store
2946,OUT049,Medium,Supermarket Type1
2947,OUT017,,Supermarket Type1
2948,OUT027,Medium,Supermarket Type3
2949,OUT027,Medium,Supermarket Type3
2950,OUT019,Small,Grocery Store
2951,OUT018,Medium,Supermarket Type2
2952,OUT017,,Supermarket Type1
2953,OUT046,Small,Supermarket Type1
2954,OUT013,High,Supermarket Type1
2955,OUT046,Small,Supermarket Type1
2956,OUT017,,Supermarket Type1
2957,OUT046,Small,Supermarket Type1
2958,OUT035,Small,Supermarket Type1
2959,OUT027,Medium,Supermarket Type3
2960,OUT049,Medium,Supermarket Type1
2961,OUT027,Medium,Supermarket Type3
2962,OUT019,Small,Grocery Store
2963,OUT010,,Grocery Store
2964,OUT049,Medium,Supermarket Type1
2965,OUT018,Medium,Supermarket Type2
2966,OUT010,,Grocery Store
2967,OUT027,Medium,Supermarket Type3
2968,OUT027,Medium,Supermarket Type3
2969,OUT013,High,Supermarket Type1
2970,OUT045,,Supermarket Type1
2971,OUT013,High,Supermarket Type1
2972,OUT017,,Supermarket Type1
2973,OUT049,Medium,Supermarket Type1
2974,OUT018,Medium,Supermarket Type2
2975,OUT013,High,Supermarket Type1
2976,OUT046,Small,Supermarket Type1
2977,OUT010,,Grocery Store
2978,OUT017,,Supermarket Type1
2979,OUT017,,Supermarket Type1
2980,OUT035,Small,Supermarket Type1
2981,OUT035,Small,Supermarket Type1
2982,OUT027,Medium,Supermarket Type3
2983,OUT018,Medium,Supermarket Type2
2984,OUT049,Medium,Supermarket Type1
2985,OUT049,Medium,Supermarket Type1
2986,OUT018,Medium,Supermarket Type2
2987,OUT017,,Supermarket Type1
2988,OUT046,Small,Supermarket Type1
2989,OUT013,High,Supermarket Type1
2990,OUT049,Medium,Supermarket Type1
2991,OUT035,Small,Supermarket Type1
2992,OUT046,Small,Supermarket Type1
2993,OUT045,,Supermarket Type1
2994,OUT017,,Supermarket Type1
2995,OUT027,Medium,Supermarket Type3
2996,OUT017,,Supermarket Type1
2997,OUT045,,Supermarket Type1
2998,OUT046,Small,Supermarket Type1
2999,OUT017,,Supermarket Type1
3000,OUT045,,Supermarket Type1
3001,OUT010,,Grocery Store
3002,OUT017,,Supermarket Type1
3003,OUT049,Medium,Supermarket Type1
3004,OUT018,Medium,Supermarket Type2
3005,OUT027,Medium,Supermarket Type3
3006,OUT027,Medium,Supermarket Type3
3007,OUT027,Medium,Supermarket Type3
3008,OUT018,Medium,Supermarket Type2
3009,OUT027,Medium,Supermarket Type3
3010,OUT017,,Supermarket Type1
3011,OUT049,Medium,Supermarket Type1
3012,OUT010,,Grocery Store
3013,OUT035,Small,Supermarket Type1
3014,OUT045,,Supermarket Type1
3015,OUT046,Small,Supermarket Type1
3016,OUT018,Medium,Supermarket Type2
3017,OUT019,Small,Grocery Store
3018,OUT019,Small,Grocery Store
3019,OUT049,Medium,Supermarket Type1
3020,OUT035,Small,Supermarket Type1
3021,OUT013,High,Supermarket Type1
3022,OUT046,Small,Supermarket Type1
3023,OUT019,Small,Grocery Store
3024,OUT049,Medium,Supermarket Type1
3025,OUT010,,Grocery Store
3026,OUT045,,Supermarket Type1
3027,OUT035,Small,Supermarket Type1
3028,OUT010,,Grocery Store
3029,OUT019,Small,Grocery Store
3030,OUT046,Small,Supermarket Type1
3031,OUT045,,Supermarket Type1
3032,OUT013,High,Supermarket Type1
3033,OUT045,,Supermarket Type1
3034,OUT046,Small,Supermarket Type1
3035,OUT018,Medium,Supermarket Type2
3036,OUT018,Medium,Supermarket Type2
3037,OUT035,Small,Supermarket Type1
3038,OUT049,Medium,Supermarket Type1
3039,OUT019,Small,Grocery Store
3040,OUT035,Small,Supermarket Type1
3041,OUT010,,Grocery Store
3042,OUT035,Small,Supermarket Type1
3043,OUT046,Small,Supermarket Type1
3044,OUT010,,Grocery Store
3045,OUT045,,Supermarket Type1
3046,OUT019,Small,Grocery Store
3047,OUT010,,Grocery Store
3048,OUT027,Medium,Supermarket Type3
3049,OUT049,Medium,Supermarket Type1
3050,OUT017,,Supermarket Type1
3051,OUT045,,Supermarket Type1
3052,OUT049,Medium,Supermarket Type1
3053,OUT019,Small,Grocery Store
3054,OUT010,,Grocery Store
3055,OUT010,,Grocery Store
3056,OUT018,Medium,Supermarket Type2
3057,OUT035,Small,Supermarket Type1
3058,OUT027,Medium,Supermarket Type3
3059,OUT013,High,Supermarket Type1
3060,OUT045,,Supermarket Type1
3061,OUT035,Small,Supermarket Type1
3062,OUT027,Medium,Supermarket Type3
3063,OUT035,Small,Supermarket Type1
3064,OUT046,Small,Supermarket Type1
3065,OUT045,,Supermarket Type1
3066,OUT018,Medium,Supermarket Type2
3067,OUT035,Small,Supermarket Type1
3068,OUT017,,Supermarket Type1
3069,OUT046,Small,Supermarket Type1
3070,OUT049,Medium,Supermarket Type1
3071,OUT013,High,Supermarket Type1
3072,OUT035,Small,Supermarket Type1
3073,OUT046,Small,Supermarket Type1
3074,OUT035,Small,Supermarket Type1
3075,OUT046,Small,Supermarket Type1
3076,OUT019,Small,Grocery Store
3077,OUT035,Small,Supermarket Type1
3078,OUT045,,Supermarket Type1
3079,OUT013,High,Supermarket Type1
3080,OUT018,Medium,Supermarket Type2
3081,OUT017,,Supermarket Type1
3082,OUT045,,Supermarket Type1
3083,OUT035,Small,Supermarket Type1
3084,OUT018,Medium,Supermarket Type2
3085,OUT046,Small,Supermarket Type1
3086,OUT010,,Grocery Store
3087,OUT013,High,Supermarket Type1
3088,OUT018,Medium,Supermarket Type2
3089,OUT018,Medium,Supermarket Type2
3090,OUT013,High,Supermarket Type1
3091,OUT045,,Supermarket Type1
3092,OUT017,,Supermarket Type1
3093,OUT045,,Supermarket Type1
3094,OUT027,Medium,Supermarket Type3
3095,OUT010,,Grocery Store
3096,OUT045,,Supermarket Type1
3097,OUT049,Medium,Supermarket Type1
3098,OUT027,Medium,Supermarket Type3
3099,OUT035,Small,Supermarket Type1
3100,OUT010,,Grocery Store
3101,OUT045,,Supermarket Type1
3102,OUT049,Medium,Supermarket Type1
3103,OUT017,,Supermarket Type1
3104,OUT010,,Grocery Store
3105,OUT010,,Grocery Store
3106,OUT018,Medium,Supermarket Type2
3107,OUT027,Medium,Supermarket Type3
3108,OUT010,,Grocery Store
3109,OUT045,,Supermarket Type1
3110,OUT027,Medium,Supermarket Type3
3111,OUT046,Small,Supermarket Type1
3112,OUT049,Medium,Supermarket Type1
3113,OUT010,,Grocery Store
3114,OUT019,Small,Grocery Store
3115,OUT018,Medium,Supermarket Type2
3116,OUT046,Small,Supermarket Type1
3117,OUT013,High,Supermarket Type1
3118,OUT017,,Supermarket Type1
3119,OUT035,Small,Supermarket Type1
3120,OUT049,Medium,Supermarket Type1
3121,OUT035,Small,Supermarket Type1
3122,OUT045,,Supermarket Type1
3123,OUT013,High,Supermarket Type1
3124,OUT046,Small,Supermarket Type1
3125,OUT049,Medium,Supermarket Type1
3126,OUT027,Medium,Supermarket Type3
3127,OUT049,Medium,Supermarket Type1
3128,OUT027,Medium,Supermarket Type3
3129,OUT049,Medium,Supermarket Type1
3130,OUT013,High,Supermarket Type1
3131,OUT046,Small,Supermarket Type1
3132,OUT049,Medium,Supermarket Type1
3133,OUT035,Small,Supermarket Type1
3134,OUT049,Medium,Supermarket Type1
3135,OUT035,Small,Supermarket Type1
3136,OUT046,Small,Supermarket Type1
3137,OUT035,Small,Supermarket Type1
3138,OUT018,Medium,Supermarket Type2
3139,OUT045,,Supermarket Type1
3140,OUT018,Medium,Supermarket Type2
3141,OUT049,Medium,Supermarket Type1
3142,OUT018,Medium,Supermarket Type2
3143,OUT049,Medium,Supermarket Type1
3144,OUT045,,Supermarket Type1
3145,OUT045,,Supermarket Type1
3146,OUT010,,Grocery Store
3147,OUT035,Small,Supermarket Type1
3148,OUT049,Medium,Supermarket Type1
3149,OUT013,High,Supermarket Type1
3150,OUT045,,Supermarket Type1
3151,OUT017,,Supermarket Type1
3152,OUT027,Medium,Supermarket Type3
3153,OUT018,Medium,Supermarket Type2
3154,OUT027,Medium,Supermarket Type3
3155,OUT045,,Supermarket Type1
3156,OUT013,High,Supermarket Type1
3157,OUT019,Small,Grocery Store
3158,OUT046,Small,Supermarket Type1
3159,OUT046,Small,Supermarket Type1
3160,OUT027,Medium,Supermarket Type3
3161,OUT013,High,Supermarket Type1
3162,OUT013,High,Supermarket Type1
3163,OUT010,,Grocery Store
3164,OUT019,Small,Grocery Store
3165,OUT049,Medium,Supermarket Type1
3166,OUT013,High,Supermarket Type1
3167,OUT035,Small,Supermarket Type1
3168,OUT046,Small,Supermarket Type1
3169,OUT018,Medium,Supermarket Type2
3170,OUT018,Medium,Supermarket Type2
3171,OUT010,,Grocery Store
3172,OUT049,Medium,Supermarket Type1
3173,OUT017,,Supermarket Type1
3174,OUT013,High,Supermarket Type1
3175,OUT046,Small,Supermarket Type1
3176,OUT035,Small,Supermarket Type1
3177,OUT035,Small,Supermarket Type1
3178,OUT045,,Supermarket Type1
3179,OUT018,Medium,Supermarket Type2
3180,OUT010,,Grocery Store
3181,OUT035,Small,Supermarket Type1
3182,OUT013,High,Supermarket Type1
3183,OUT045,,Supermarket Type1
3184,OUT013,High,Supermarket Type1
3185,OUT018,Medium,Supermarket Type2
3186,OUT049,Medium,Supermarket Type1
3187,OUT013,High,Supermarket Type1
3188,OUT045,,Supermarket Type1
3189,OUT045,,Supermarket Type1
3190,OUT013,High,Supermarket Type1
3191,OUT018,Medium,Supermarket Type2
3192,OUT019,Small,Grocery Store
3193,OUT017,,Supermarket Type1
3194,OUT018,Medium,Supermarket Type2
3195,OUT046,Small,Supermarket Type1
3196,OUT049,Medium,Supermarket Type1
3197,OUT027,Medium,Supermarket Type3
3198,OUT045,,Supermarket Type1
3199,OUT027,Medium,Supermarket Type3
3200,OUT035,Small,Supermarket Type1
3201,OUT013,High,Supermarket Type1
3202,OUT018,Medium,Supermarket Type2
3203,OUT046,Small,Supermarket Type1
3204,OUT019,Small,Grocery Store
3205,OUT019,Small,Grocery Store
3206,OUT019,Small,Grocery Store
3207,OUT013,High,Supermarket Type1
3208,OUT035,Small,Supermarket Type1
3209,OUT017,,Supermarket Type1
3210,OUT049,Medium,Supermarket Type1
3211,OUT017,,Supermarket Type1
3212,OUT018,Medium,Supermarket Type2
3213,OUT027,Medium,Supermarket Type3
3214,OUT013,High,Supermarket Type1
3215,OUT049,Medium,Supermarket Type1
3216,OUT010,,Grocery Store
3217,OUT027,Medium,Supermarket Type3
3218,OUT045,,Supermarket Type1
3219,OUT018,Medium,Supermarket Type2
3220,OUT035,Small,Supermarket Type1
3221,OUT018,Medium,Supermarket Type2
3222,OUT013,High,Supermarket Type1
3223,OUT018,Medium,Supermarket Type2
3224,OUT010,,Grocery Store
3225,OUT018,Medium,Supermarket Type2
3226,OUT013,High,Supermarket Type1
3227,OUT010,,Grocery Store
3228,OUT013,High,Supermarket Type1
3229,OUT046,Small,Supermarket Type1
3230,OUT049,Medium,Supermarket Type1
3231,OUT027,Medium,Supermarket Type3
3232,OUT049,Medium,Supermarket Type1
3233,OUT035,Small,Supermarket Type1
3234,OUT027,Medium,Supermarket Type3
3235,OUT018,Medium,Supermarket Type2
3236,OUT035,Small,Supermarket Type1
3237,OUT027,Medium,Supermarket Type3
3238,OUT035,Small,Supermarket Type1
3239,OUT017,,Supermarket Type1
3240,OUT049,Medium,Supermarket Type1
3241,OUT035,Small,Supermarket Type1
3242,OUT045,,Supermarket Type1
3243,OUT017,,Supermarket Type1
3244,OUT013,High,Supermarket Type1
3245,OUT046,Small,Supermarket Type1
3246,OUT013,High,Supermarket Type1
3247,OUT010,,Grocery Store
3248,OUT045,,Supermarket Type1
3249,OUT027,Medium,Supermarket Type3
3250,OUT013,High,Supermarket Type1
3251,OUT046,Small,Supermarket Type1
3252,OUT019,Small,Grocery Store
3253,OUT013,High,Supermarket Type1
3254,OUT046,Small,Supermarket Type1
3255,OUT017,,Supermarket Type1
3256,OUT027,Medium,Supermarket Type3
3257,OUT018,Medium,Supermarket Type2
3258,OUT010,,Grocery Store
3259,OUT035,Small,Supermarket Type1
3260,OUT046,Small,Supermarket Type1
3261,OUT046,Small,Supermarket Type1
3262,OUT018,Medium,Supermarket Type2
3263,OUT017,,Supermarket Type1
3264,OUT045,,Supermarket Type1
3265,OUT013,High,Supermarket Type1
3266,OUT035,Small,Supermarket Type1
3267,OUT035,Small,Supermarket Type1
3268,OUT045,,Supermarket Type1
3269,OUT019,Small,Grocery Store
3270,OUT035,Small,Supermarket Type1
3271,OUT010,,Grocery Store
